estado_comprador,id_entidad,id_sujeto,sujeto_obligado,ejercicio,tipo_procedimiento,materia,caracter,expediente,num_contrato,proveedor,rfc_norm,fecha_efectiva,importe,tipo_monto,moneda,direccion_anuncio,url_fallo,municipio_proveedor,cp_proveedor,origen_recursos,convenio_modif,descripcion,objeto,fecha_actualizacion,formato,rfc_valido,es_persona_moral,fecha_constitucion_rfc,nombre_sfp,multa,institucion_sancionadora,inicio,fin,plazo_txt,durante_inhabilitacion
BAJA CALIFORNIA,2,11658,BCN - Instituto para el Desarrollo Inmobiliario y de la Vivienda para el Estado de Baja California,2024,Adjudicación directa,Servicios,Nacional,,,GEN INDUSTRIAL,GIN811027SS4,2024-01-02,2063.54,con_impuestos,pesos,,,MEXICALI,21387,Estatales,No,,servicio,2024-03-31,59258,True,True,1981-10-27,"GEN INDUSTRIAL, S.A. DE C.V.","{'monto': '157685', 'monto_cf': '             157,685.00'}","{'nombre': 'Hospital General Dr. Manuel Gea Gonzalez', 'clave_dependencia': '12195'}",2025-12-31,2025-03-31,3 meses,False
AGUASCALIENTES,1,499,AGU - INSTITUTO DE SERVICIOS DE SALUD DEL ESTADO DE AGUASCALIENTES,2024,Licitación pública,Adquisiciones,Nacional,LA-60-N56-901026999-N-20-2024,1407,"GRUPO PALIBA S,A, DE C,V,",GPA1009277S4,2024-08-13,194377.52,con_impuestos,PESO MEXICANO,https://drive.google.com/file/d/1Q3CrzoMT0m36pex3hN1zeX5DjziknV08/view?usp=sharing,https://drive.google.com/file/d/1Q3CrzoMT0m36pex3hN1zeX5DjziknV08/view?usp=sharing,CUAUHTÉMOC,06700,Estatales,No,PAPELERÍA,PAPELERÍA,2024-10-18,59240,True,True,2010-09-27,"GRUPO PALIBA, S.A. DE C.V.","{'monto': '138911', 'monto_cf': '             138,911.00'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",,,,False
TABASCO,27,5101,"TAB - H. AYUNTAMIENTO DEL MUNICIPIO DE CUNDUACAN, TABASCO",2024,Adjudicación directa,Obra pública,Nacional,K116,CU-127-K262-PAR-2023,MORAL,RSO20020694A,2023-09-25,1412109.12,con_impuestos,PESO MEXICANO,https://drive.google.com/file/d/1nyAvMa-Qdec9f3rX17c4BeYY1I_V9Nub/view?usp=drive_link,https://drive.google.com/file/d/1NnO6qDmghKREfsS7Q99bhpUkph_UiodT/view?usp=drive_link,NO DATO,NO DATO,Federales,No,CONSTRUCCION DE DOMO EN TELESECUNDARIA ANTONIO DE DIOS GUARDA,AMPLIACION,2024-09-30,59766,True,True,2020-02-06,"RUNKAR SOLUCIONES, S.A. DE C.V .","{'monto': '336567', 'monto_cf': '             336,567.00'}","{'nombre': 'Secretaría Anticorrupción y Buen Gobierno', 'clave_dependencia': '00027'}",2025-06-24,2025-12-24,6 meses,False
SONORA,26,4912,SON - Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado de Sonora (ISSSTESON),2025,Adjudicación directa,Adquisiciones,Nacional,212020,212020,"MEFALSA MEDICAMENTOS Y FARMACOS DE LEON, S.A. DE C.V.",MMF141020489,2025-09-09,30663.0,con_impuestos,,,,LEÓN,37257,Estatales,,CARBOXIMALTOSA FERRICA FCO AMPULA 500 MG./ 10 ML.,,2025-12-31,59748,True,True,2014-10-20,"MEFALSA MEDICAMENTOS Y FÁRMACOS DE LEÓN, S.A. DE C.V.,","{'monto': '686048.6', 'monto_cf': '             686,048.60'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2025-06-11,2026-07-11,"1 año, 1 mes",True
HIDALGO,13,14669,HID - Universidad Autonoma del Estado de Hidalgo,2024,Adjudicación directa,Servicios,Nacional,4261,,Vilmoy SA de CV,VIL050518596,,,techo_maximo,Peso,,,Pachuca de Soto,42060,Estatales,,,"Estudio mensual de calidad del agua que se utiliza en los Laboratorios del Programa Educativo de Gastronomía, correspondiente al mes de marzo del 2024, bajo los parámetros que marca el Distintivo H en las siguientes Normas: NOM-092-SSA1-1994 Mesofílicos a",,59483,True,True,2005-05-18,"VILMOY, S.A. DE C.V.","{'monto': '130959.5', 'monto_cf': '             130,959.50'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2024-09-11,2025-03-11,3 meses,False
DURANGO,10,1792,DUR - PE - Universidad Politecnica de Gomez Palacio (UPGOP),2024,Adjudicación directa,Servicios,Nacional,11JLH00002,B4408,Maxi Servicios de Mexico S.A. de C.V.,MSM0705117N6,2024-11-01,175960.4,con_impuestos,Peso,https://transparencia.durango.gob.mx/archivo/upgop/articulo65/XXIX/a/trimestral/2024/FACT._MAXI_175960.40_0001_1738169778146.pdf,,Torreón,27000,Estatales,No,Servicio de limpieza de Octubre,Servicio de Limpieza de Octubre,,59429,True,True,2007-05-11,"MAXI SERVICIOS DE MÉXICO, S.A. DE C.V.","{'monto': '619656.8', 'monto_cf': '             619,656.80'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2025-09-13,2026-10-13,"1 año, 1 mes",False
CIUDAD DE MÉXICO,9,32190,CMX - Secretaria de Gestion Integral del Agua,2025,Invitación a cuando menos tres personas,Servicios relacionados con obra pública,Nacional,0223-1O-IR-F-SPP-DP-1-25,0223-1O-IR-F-SPP-DP-1-25,"INGENIERÍA, CONSTRUCCIONES Y EDIFICACIONES FAMSU, S.A. DE C.V.",CEF130813457,2025-11-08,1885229.89,con_impuestos,Pesos mexicanos,https://transparencia.sacmex.cdmx.gob.mx/transparencia/gestion/docs/2019/dlopsad/cuarto_trimestre/xxx/ctos/cto_0223_25_validado.pdf,https://transparencia.sacmex.cdmx.gob.mx/gestion/docs/2019/dlopsad/cuarto_trimestre/xxx/fallos/fallo_N-123_cto_223.pdf,Naucalpan de juaerez,53340,Federales,No,PROYECTO EJECUTIVO AMPLIACIÓN DE LA PTAR PARRES,PROYECTO EJECUTIVO AMPLIACIÓN DE LA PTAR PARRES,2025-12-31,59413,True,True,2013-08-13,"INGENIERÍA, CONSTRUCCIONES Y EDIFICACIONES FAMSU, S.A. DE C.V.","{'monto': '834613', 'monto_cf': '             834,613.00'}","{'nombre': 'Secretaría de la Defensa Nacional', 'clave_dependencia': '00007'}",2023-06-07,2024-06-07,1 año,False
HIDALGO,13,14669,HID - Universidad Autonoma del Estado de Hidalgo,2024,Adjudicación directa,Servicios,Nacional,18800,,VILMOY SA DE CV,VIL050518596,,,techo_maximo,Pesos,,,Pachuca de Soto,42060,Estatales,No,,"Estudio mensual de calidad del agua que se utiliza en los Laboratorios del Programa Educativo de Gastronomía, correspondiente al mes de octubre del 2024, bajo los parámetros que marca el Distintivo H en las siguientes Normas: NOM-092-SSA1-1994 Mesofílicos",2024-01-30,59483,True,True,2005-05-18,"VILMOY, S.A. DE C.V.","{'monto': '130959.5', 'monto_cf': '             130,959.50'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2024-09-11,2025-03-11,3 meses,False
TLAXCALA,29,5302,TLA - Secretaria de Ordenamiento Territorial y Vivienda,2024,Licitación pública,Obra pública,Nacional,SEC/DV/29/020/24,SOTYV-DV-020-IDFL-BENEFICIARIOS-2024,"ROTURACIONES, EXCAVACIONES Y CAMINOS DEL CENTRO S.A. DE C.V.",REC020830KH1,2024-11-13,13469128.2,con_impuestos,MN,http://sotyv.tlaxcala.gob.mx/images/stories/pdf/2024/normatividad/contrato-020.pdf,http://sotyv.tlaxcala.gob.mx/images/stories/pdf/2024/normatividad/acta-fallo-020.pdf,TZOMPANTEPEC,90493,Estatales,Si,Construcción de 30 Unidades Básicas de Vivienda de 55m2,Construcción de 30 Unidades Básicas de Vivienda de 55m2,2025-01-11,59810,True,True,2002-08-30,"ROTURACIONES, EXCAVACIONES Y CAMINOS DEL CENTRO, S.A. DE C.V.","{'monto': '157685', 'monto_cf': '             157,685.00'}","{'nombre': 'Caminos y Puentes Federales de Ingresos y Servicios Conexos', 'clave_dependencia': '09120'}",2025-08-18,2025-11-18,3 meses,False
DURANGO,10,1792,DUR - PE - Universidad Politecnica de Gomez Palacio (UPGOP),2024,Adjudicación directa,Servicios,Nacional,12JLH00032,B4773,Maxi Servicios de Mexico S.A. de C.V.,MSM0705117N6,2024-12-20,175960.4,con_impuestos,Peso,https://transparencia.durango.gob.mx/archivo/upgop/articulo65/XXIX/a/trimestral/2024/FACT._MAXI_175960.40_DIC_0001_1738175497500.pdf,,Torreón,27000,Estatales,No,Servicio de limpieza de diciembre,Servicio de limpieza de Diciembre,,59429,True,True,2007-05-11,"MAXI SERVICIOS DE MÉXICO, S.A. DE C.V.","{'monto': '619656.8', 'monto_cf': '             619,656.80'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2025-09-13,2026-10-13,"1 año, 1 mes",False
HIDALGO,13,14669,HID - Universidad Autonoma del Estado de Hidalgo,2025,Adjudicación directa,Servicios,Nacional,12503,,VILMOY SA DE CV,VIL050518596,,,techo_maximo,Pesos,https://www.uaeh.edu.mx/transparencia/contratos/,,Pachuca de Soto,42060,Estatales,No,"[[1, 'Denominación o razón social', 'VILMOY SA DE CV'], [1, 'Registro Federal de Contribuyentes (RFC) de las personas físicas o morales que presentaron una proposición u oferta', 'VIL050518596'], [1, 'Nombre(s)', ''], [1, 'Segundo apellido', ''], [9, 'Sexo (catálogo)', ''], [1, 'Primer apellido', '']]
[[1, 'Denominación o razón social', 'LABORATORIO QUIMICO MICROBIOLÓGICO S DE RL DE CV'], [1, 'Nombre(s)', ''], [1, 'Segundo apellido', ''], [1, 'Registro Federal de Contribuyentes (RFC) de las personas físicas o morales que presentaron una proposición u oferta', ''], [9, 'Sexo (catálogo)', ''], [1, 'Primer apellido', '']]",Pago por el servicio mensual del estudio de calidad del agua en los laboratorios de Gastronomía para el año 2025,2026-01-15,59483,True,True,2005-05-18,"VILMOY, S.A. DE C.V.","{'monto': '130959.5', 'monto_cf': '             130,959.50'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2024-09-11,2025-03-11,3 meses,False
HIDALGO,13,14669,HID - Universidad Autonoma del Estado de Hidalgo,2024,Adjudicación directa,Servicios,Nacional,19309,,VILMOY SA DE CV,VIL050518596,,,techo_maximo,Pesos,,,Pachuca de Soto,42060,Estatales,,,"Estudio mensual de calidad del agua que se utiliza en los Laboratorios del Programa Educativo de Gastronomía, correspondiente al mes de noviembre del 2024, bajo los parámetros que marca el Distintivo H en las siguientes Normas: NOM-092-SSA1-1994 Mesofílic",2025-01-31,59483,True,True,2005-05-18,"VILMOY, S.A. DE C.V.","{'monto': '130959.5', 'monto_cf': '             130,959.50'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2024-09-11,2025-03-11,3 meses,False
NUEVO LEÓN,19,11060,NLE - Unidad de Integracion Educativa,2024,Licitación pública,Adquisiciones,Nacional,LA-78-032-919006998-N-1-2024,LA-78-032-919006998-N-1-2024,"BORSA COMERCIALIZADORA, S.A. DE C.V.",BCO920226PC3,2024-03-22,38134482.0,con_impuestos,PESOS,https://betatransparencia.nl.gob.mx/Anexo/DescargarAnexo?Id=elF6ZlQ2VG5rbDA9&doc=LA-78-032-919006998-N-1-2024.pdf,https://betatransparencia.nl.gob.mx/Anexo/DescargarAnexo?Id=elF6ZlQ2VG5rbDA9&doc=LA-78-032-919006998-N-1-2024.pdf,MONTERREY,64610,Federales,No,ADQUISICION DE INSUMOS PARA LA PREPARACION DE ALIMENTOS DESTINADOS PARA LAS NIÑAS Y LOS NIÑOS QUE SE ATIENDEN EN LOS CENTROS DE DESARROLLO INFANTIL EN PROCESO DE REGULARIZACION.,Adquisiciones,2024-03-31,59606,True,True,1992-02-26,"BORSA COMERCIALIZADORA, S.A. DE C.V.","{'monto': '764460', 'monto_cf': '             764,460.00'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2012-01-26,2014-04-26,"2 años, 3 meses",False
HIDALGO,13,14669,HID - Universidad Autonoma del Estado de Hidalgo,2024,Adjudicación directa,Servicios,Nacional,1497,DGJ/ADJDIR/22-24,Gelmar Grand Services SA de CV,GGS200902FD8,2024-01-11,137808.0,con_impuestos,Peso,,,Iztapalapa,9440,Federales,No,,"Pago de servicios de limpieza integrales en la unidad académica: Instituto de Artes, del periodo 08 de enero al 31 de diciembre de 2024.",,59483,True,True,2020-09-02,"GELMAR GRAND SERVICES, S.A. DE C.V.","{'monto': '158396', 'monto_cf': '             158,396.00'}","{'nombre': 'Secretaría de Medio Ambiente y Recursos Naturales', 'clave_dependencia': '00016'}",2026-03-09,2026-06-09,3 meses,False
BAJA CALIFORNIA SUR,3,758,BCS - Secretaria de Finanzas y Administracion,2024,Invitación a cuando menos tres personas,Adquisiciones,Nacional,INA-000000014-157-2024,GBCS/2024-1108-INA-LES-157-206,David Miguel Castillo Angulo,CAAD0009283B6,2024-11-25,481207.44,con_impuestos,MX,https://finanzas.bcs.gob.mx/wp-content/themes/voice/assets/images/obligaciones/2024/28a/contratos/2024-206 T.pdf,https://finanzas.bcs.gob.mx/wp-content/themes/voice/assets/images/obligaciones/2024/28a/doc/INA 157 2024 FALLO.pdf,La Paz,23070,Recurso Estatal 2024,,"Adquisicion de equipos informaticos, licencias y equipos de tecnologia de la informacion y comunicación.","Adquisicion de equipos informaticos, licencias y equipos de tecnologia de la informacion y comunicación.",,59285,True,False,,DAVID MIGUEL CASTILLO ANGULO,"{'monto': '138911', 'monto_cf': '             138,911.00'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2023-09-26,2025-03-26,"1 año, 6 meses",True
COAHUILA DE ZARAGOZA,5,988,COA - Secretaria de Salud,2024,Adjudicación directa,Adquisiciones,Nacional,SSCZ-DA-AD-72-2023,SSCZ-DA-AD-72-2023,MUNDO MEDICO DEL NORTE S.A. DE C.V.,MMN970924139,2023-03-03,121506.3,con_impuestos,NACIONAL,http://sai.saludcoahuila.gob.mx/sai/default/public/modulo/procedimiento/indexad,http://sai.saludcoahuila.gob.mx/sai/default/public/modulo/procedimiento/indexad,SALTILLO,,Federales,,,25301 - Medicinas y productos farmaceuticos,2024-12-31,59330,True,True,1997-09-24,"MUNDO MEDICO DEL NORTE, S.A. DE C.V.","{'monto': '81514.5', 'monto_cf': '              81,514.50'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2011-08-18,2012-03-18,7 meses,False
CAMPECHE,4,842,"CAM - Secretaria de Administracion, Finanzas y Planeacion del Poder Ejecutivo del Estado de Campeche",2025,Adjudicación directa,Adquisiciones,Nacional,SAFIN03-03SAFIN-23DA-SAE-1.1-00178-2025,OC-237-2025,Irving Yadir Aguilar Gonzalez,AUGI8711206B7,2025-10-22,4881.28,con_impuestos,Peso,https://transparencia.safin.campeche.gob.mx/65-26/2025/4to-trimestre?download=46533:oc-237-2025,https://transparencia.safin.campeche.gob.mx/65-26/2025/4to-trimestre?download=46434:tarjeta-oc-237-2025,Campeche,24040,Federales,No,Refacciones y Accesorios menores de equipo de cómputo y tecnologías de la información,Refacciones y Accesorios menores de equipo de cómputo y tecnologías de la información,2026-01-29,59302,True,False,,IRVING YADIR AGUILAR GONZALEZ,"{'monto': '78885', 'monto_cf': '              78,885.00'}","{'nombre': 'Secretaría de Medio Ambiente y Recursos Naturales', 'clave_dependencia': '00016'}",2009-11-23,2010-02-23,3 meses,False
VERACRUZ,30,5522,VER - Ayuntamiento de Nanchital de Lazaro Cardenas del Rio,2024,Invitación a cuando menos tres personas,Adquisiciones,Nacional,ADQ-SP-0236-2024,PRES-0034-2024,MULTISERVICIOS AUTOMOTRICES PROFESIONALES SA DE CV,MAP9611222V8,2024-05-24,9784.6,con_impuestos,PESO MEXICANO,,,COATZACOALCOS,96400,Federales,No,"SUMINISTRO DE REFACCIONES: FILTRO DE ACEITE, AIRE Y GASOLINA, ACEITE DE MOTOR, LIMPIADOR PARA CUERPO DE ACELERACIÓN, LIMPIADOR DE INYECTORES, SOPORTE INFERIOR Y SOPORTE DE ESCAPE. PARA LA UNIDAD NISSAN VERSA, COLOR: BLANCO, MOD: 2020,","SUMINISTRO DE REFACCIONES: FILTRO DE ACEITE, AIRE Y GASOLINA, ACEITE DE MOTOR, LIMPIADOR PARA CUERPO DE ACELERACIÓN, LIMPIADOR DE INYECTORES, SOPORTE INFERIOR Y SOPORTE DE ESCAPE. PARA LA UNIDAD NISSAN VERSA, COLOR: BLANCO, MOD: 2020, NO. SERIE: 3N1CN8AE2LK857055.",,59828,True,True,1996-11-22,"MULTISERVICIOS AUTOMOTRICES PROFESIONALES, S.A. DE C.V.","{'monto': '157685', 'monto_cf': '             157,685.00'}","{'nombre': 'Caminos y Puentes Federales de Ingresos y Servicios Conexos', 'clave_dependencia': '09120'}",2024-03-30,2024-06-30,3 meses,True
VERACRUZ,30,5522,VER - Ayuntamiento de Nanchital de Lazaro Cardenas del Rio,2024,Invitación a cuando menos tres personas,Adquisiciones,Nacional,ADQ-SP-0136-2024,LP-0037-LP-0038-2024,MULTISERVICIOS AUTOMOTRICES PROFESIONALES SA DE CV,MAP9611222V8,2024-03-12,15660.0,con_impuestos,PESO MEXICANO,,,COATZACOALCOS,96460,Federales,No,"SERVICIO DE EMPASTADO DE CLUTCH,RECTIFICACION DE VOLANTE MOTRIZ CALIBRACION DE PLATO Y 1 PZA DE DESTALLADOR DE LUCES PARA LA UNIDAD LP-09, COLOR BLANCO MOD:2024 N.SERIE 3JA1SCB22RK005132 PLACA XZ3182AY 1 PZA YUGO DE DIFERENCIAL PARA LA UNIDAD LP-08 TIPO CITY5MOD-2021N.DE SERIE :3JA1SCB28MK002910 PLACA XM 8341A.","SERVICIO DE EMPASTADO DE CLUTCH,RECTIFICACION DE VOLANTE MOTRIZ CALIBRACION DE PLATO Y 1 PZA DE DESTALLADOR DE LUCES PARA LA UNIDAD LP-09, COLOR BLANCO MOD:2024 N.SERIE 3JA1SCB22RK005132 PLACA XZ3182AY 1 PZA YUGO DE DIFERENCIAL PARA LA UNIDAD LP-08 TIPO CITY5MOD-2021N.DE SERIE :3JA1SCB28MK002910 PLACA XM 8341A.",,59828,True,True,1996-11-22,MULTISERVICIOS AUTOMOTRICES PROFESIONALES S.A. DE C.V.,"{'monto': '157685', 'monto_cf': '             157,685.00'}","{'nombre': 'Caminos y Puentes Federales de Ingresos y Servicios Conexos', 'clave_dependencia': '09120'}",2024-08-09,2024-11-09,3 meses,False
DURANGO,10,1792,DUR - PE - Universidad Politecnica de Gomez Palacio (UPGOP),2024,Adjudicación directa,Servicios,Nacional,03JLH00026,B2964,Maxi Servicios de Mexico S.A. de C.V.,MSM0705117N6,2024-03-21,176088.0,con_impuestos,Peso,https://transparencia.durango.gob.mx/archivo/upgop/articulo65/XXIX/b/trimestral/2024/FACT._MAXI_176088_0001_1714359820164.pdf,,Torreón,27000,Estatales,No,,Servicio de limpieza de mes de Febrero,,59429,True,True,2007-05-11,"MAXI SERVICIOS DE MÉXICO, S.A. DE C.V.","{'monto': '619656.8', 'monto_cf': '             619,656.80'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2025-09-13,2026-10-13,"1 año, 1 mes",False
NUEVO LEÓN,19,11057,NLE - Sistema de Caminos de Nuevo Leon (OPD),2024,Adjudicación directa,Servicios,Nacional,O.C. 48/2024,,"GEN INDUSTRIAL, S.A. DE C.V.",GIN811027SS4,,0.0,techo_maximo,PESOS,,,MONTERREY,64650,Estatales,,,,2024-01-31,59606,True,True,1981-10-27,"GEN INDUSTRIAL, S.A. DE C.V.","{'monto': '157685', 'monto_cf': '             157,685.00'}","{'nombre': 'Hospital General Dr. Manuel Gea Gonzalez', 'clave_dependencia': '12195'}",2025-12-31,2025-03-31,3 meses,False
VERACRUZ,30,5403,VER - Secretaria de Infraestructura y Obras Publicas,2025,Licitación pública,Obra pública,Nacional,LPE-112T00000-6000-006-2025,SIOP-OP-PE-014/2025-DGCOP,"EYASA, S. DE R.L. DE C.V.",EYA840229LX3,2025-08-12,199623811.57,con_impuestos,MONEDA NACIONAL,https://drive.google.com/drive/folders/1qrjytYGT7b47NzSLoKmVggtGhzAsyuDH?usp=sharing,https://drive.google.com/drive/folders/1qrjytYGT7b47NzSLoKmVggtGhzAsyuDH?usp=sharing,XALAPA,91045,Estatales,No,"REHABILITACIÓN DE LA PRESA MICHAPAN, CONSTRUCCIÓN DE OBRA DE TOMA Y LÍNEA DE CONDUCCIÓN DE AGUA POTABLE, EN LOCALIDADES VARIAS, MUNICIPIOS VARIOS, DEL ESTADO DE VERACRUZ DE IGNACIO DE LA LLAVE","REHABILITACIÓN DE LA PRESA MICHAPAN, CONSTRUCCIÓN DE OBRA DE TOMA Y LÍNEA DE CONDUCCIÓN DE AGUA POTABLE, EN LOCALIDADES VARIAS, MUNICIPIOS VARIOS, DEL ESTADO DE VERACRUZ DE IGNACIO DE LA LLAVE",2025-12-31,59828,True,True,1984-02-29,"EYASA, S.DE R.L DE C.V.","{'monto': '814275', 'monto_cf': '             814,275.00'}","{'nombre': 'Secretaría Anticorrupción y Buen Gobierno', 'clave_dependencia': '00027'}",2025-12-30,2027-03-30,"1 año, 3 meses",False
DURANGO,10,1792,DUR - PE - Universidad Politecnica de Gomez Palacio (UPGOP),2024,Adjudicación directa,Servicios,Nacional,08JLH00003,B3784,Maxi Servicios de Mexico S.A. de C.V.,MSM0705117N6,2024-08-02,175960.4,con_impuestos,Peso,https://transparencia.durango.gob.mx/archivo/upgop/articulo65/XXIX/a/trimestral/2024/FACT._MAXI_175960.40_0001_1730308969740.pdf,,Torreón,27000,Estatales,No,Servicio de limpieza de julio,Servicio de limpieza de mes de Julio,,59429,True,True,2007-05-11,"MAXI SERVICIOS DE MÉXICO, S.A. DE C.V.","{'monto': '619656.8', 'monto_cf': '             619,656.80'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2025-09-13,2026-10-13,"1 año, 1 mes",False
HIDALGO,13,14669,HID - Universidad Autonoma del Estado de Hidalgo,2024,Licitación pública,Adquisiciones,Nacional,UAEH-LP-N29-2024,DGJ/LIC/99-24,COLECCIONES FINAS SA DE CV,CFI860626NK7,2024-09-20,8880.96,con_impuestos,Peso mexicano,https://www.uaeh.edu.mx/convocatorias/3336/,https://www.uaeh.edu.mx/convocatorias/3336/,Naucalpan de Juárez,53560,Estatales,No,ADQUISICIÓN DE UNIFORMES Y PRENDAS DE PROTECCIÓN SEGUNDO PROCEDIMIENTO,ADQUISICIÓN DE UNIFORMES Y PRENDAS DE PROTECCIÓN SEGUNDO PROCEDIMIENTO,2024-01-29,59483,True,True,1986-06-26,"COLECCIONES FINAS, S.A. DE C.V.","{'monto': '841417.5', 'monto_cf': '             841,417.50'}","{'nombre': 'Secretaría Anticorrupción y Buen Gobierno', 'clave_dependencia': '00027'}",2025-06-02,2026-09-02,"1 año, 3 meses",False
TABASCO,27,5050,TAB - INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE TABASCO (ISSET),2024,Adjudicación directa,Adquisiciones,Nacional,3495,ISSET/DG/DA/096/2024,ABASTECEDORA DE INSUMOS PARA LA SALUD SA DE CV,AIS091015H50,2024-06-07,28039.8,con_impuestos,MXN,https://transparencia.tabasco.gob.mx/media/ISSET/2024/3/716446.pdf,,GUSTAVO A MADERO,7700,Estatales,No,MEDICINAS Y PRODUCTOS FARMACEUTICOS,COMPRA,2024-09-30,59766,True,True,2009-10-15,"ABASTECEDORA DE INSUMOS PARA LA SALUD, S.A. DE C.V.","{'monto': '1051500', 'monto_cf': '           1,051,500.00'}","{'nombre': 'Secretaría Anticorrupción y Buen Gobierno', 'clave_dependencia': '00027'}",2026-04-24,2028-08-11,"2 años, 6 meses",False
CIUDAD DE MÉXICO,9,1631,CMX - Secretaria de Obras y Servicios,2025,Licitación pública,Obra pública,Nacional,909005989-DGCOP-L-075-2025,DGCOP-LPN-L-1-076-25,"MANTENIMIENTO Y CONSTRUCCIONES MALVIN, S.A. DE C.V.",MCM071212NS8,2025-05-22,11598836.06,con_impuestos,PESOS,https://transparencia.cdmx.gob.mx/storage/app/uploads/public/686/d9f/d35/686d9fd358158256439138.pdf,https://transparencia.cdmx.gob.mx/storage/app/uploads/public/686/d78/934/686d789343708598089837.pdf,TLALPAN,14200,Federales,No,"CONSTRUCCION DE DOS INMUEBLES CORRESPONDIENTES AL EJE DEPORTIVO Y A SERVICIOS GENERALES, EN LA UTOPIA XOCHIMILCO, UBICADA EN EL DEPORTIVO XOCHIMILCO, EN LA ALCALDIA XOCHIMILCO.","CONSTRUCCION DE DOS INMUEBLES CORRESPONDIENTES AL EJE DEPORTIVO Y A SERVICIOS GENERALES, EN LA UTOPIA XOCHIMILCO, UBICADA EN EL DEPORTIVO XOCHIMILCO, EN LA ALCALDIA XOCHIMILCO.",2025-09-30,59413,True,True,2007-12-12,"MANTENIMIENTO Y CONTRUCCIÓN MALVIN, S.A. DE C.V.","{'monto': '84940', 'monto_cf': '              84,940.00'}","{'nombre': 'Banco del Bienestar', 'clave_dependencia': '06800'}",2013-04-03,2013-07-03,3 meses,False
HIDALGO,13,14669,HID - Universidad Autonoma del Estado de Hidalgo,2025,Adjudicación directa,Servicios,Nacional,12499,,Vilmoy SA de CV,VIL050518596,,,techo_maximo,Pesos,,,Pachuca de Soto,42060,Estatales,,"[[1, 'Denominación o razón social', 'Vilmoy SA de CV'], [1, 'Registro Federal de Contribuyentes (RFC) de las personas físicas o morales que presentaron una proposición u oferta', 'VIL050518596'], [1, 'Nombre(s)', ''], [1, 'Segundo apellido', ''], [9, 'Sexo (catálogo)', ''], [1, 'Primer apellido', '']]
[[1, 'Denominación o razón social', 'Laboratorio quimico microbiologo S de RL de CV'], [1, 'Registro Federal de Contribuyentes (RFC) de las personas físicas o morales que presentaron una proposición u oferta', 'LQM210127NB8'], [1, 'Nombre(s)', ''], [1, 'Segundo apellido', ''], [9, 'Sexo (catálogo)', ''], [1, 'Primer apellido', '']]",Pago por el servicio mensual del estudio de calidad del agua en los laboratorios de Gastronomía para el año 2025,2025-10-22,59483,True,True,2005-05-18,"VILMOY, S.A. DE C.V.","{'monto': '130959.5', 'monto_cf': '             130,959.50'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2024-09-11,2025-03-11,3 meses,False
NUEVO LEÓN,19,11055,"NLE - Servicios de Salud de Nuevo Leon, O.P.D.",2024,Otra (especificar),Adquisiciones,Nacional,AD2401882,AD2401882,"PR MEDICAL GROUP, S.A. DE C.V.",PMG180129RC2,2024-11-05,157850.0,con_impuestos,MONEDA NACIONAL,https://betatransparencia.nl.gob.mx/Anexo/DescargarAnexo?Id=MWk5YzljNjB5WXc9&amp;doc=AD2401882 Pedido.pdf,,MONTERREY,64720,Estatales,Si,MEDICINAS Y PRODUCTOS FARMACEUTICOS,MEDICINAS Y PRODUCTOS FARMACEUTICOS,2024-11-30,59606,True,True,2018-01-29,"PR MEDICAL GROUP, S.A. DE C.V.","{'monto': '26932.8', 'monto_cf': '              26,932.80'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",,,,False
